user_id,degree,weighted_degree,cp_label,is_core
e369c1e6-e12f-5aa3-bb25-bf2f7853d176,86,13.25,0,True
2155195b-5979-5a02-940e-44a63bc4927c,75,11.5,0,True
aae41ded-e0cf-5cdd-86d1-c9239297126e,50,6.75,0,True
0bb599ba-de81-5f70-9eec-cc15a4f2ddf2,25,4.375,1,False
13709025-b960-55dc-934a-f68bd100cbb5,19,3.5,1,False
7f70e231-3517-5953-8763-585346a042fe,21,3.125,1,False
ae47e6a9-b41c-5a12-900f-394a14ef5094,14,2.5,1,False
ec8608f5-8917-52d7-84ae-3b8c8824332e,19,2.5,1,False
11bb3ae4-5d30-5356-8539-f814a63fe74a,18,2.375,1,False
6b12fddf-8897-5060-b09b-8afdfd9bd3aa,17,2.25,1,False
e4761dde-49c2-5dcd-ad28-3b39daa80ad4,11,2.25,1,False
501e9847-4a97-5627-b9d6-628219b787b6,14,1.875,1,False
8d25aa12-0b83-50fd-97ec-e2a0023d66c1,14,1.75,1,False
6300e6b2-7424-5302-b038-8ed377a3208b,12,1.5,1,False
287d40c2-2bc2-57ee-83fb-39d07f2198ee,12,1.5,1,False
d651110c-e430-595a-991d-d7968eb1d74d,11,1.5,1,False
709ce883-3e10-5dff-b983-1cc1a4519acc,10,1.375,1,False
40f63b5d-323e-591a-8b83-aa0a2953f497,9,1.25,1,False
c140d641-c263-5529-8cf8-53693ac6bed4,9,1.25,1,False
754337d3-86c0-5781-b04c-b7d7f7d2e470,5,1.125,1,False
76aa7f8a-4d30-5040-8a0e-f30e33f2b685,7,1.0,1,False
394bfeeb-13af-5178-b8d0-646f69abe607,6,1.0,1,False
0e407398-8553-5867-afd2-35b2a01de6f3,7,1.0,1,False
e5d69ed6-4262-56eb-88f9-1eae45708074,8,1.0,1,False
7e0bc49a-2c08-5921-898b-571a59ccf88d,8,1.0,1,False
6e4b1c94-1cfd-565f-9946-8ad6f17386aa,8,1.0,1,False
97fae0a6-8ae3-5758-a2db-e10347aa50b9,7,1.0,1,False
c2250c24-d3f7-5296-a02e-cf6ca8adf784,1,1.0,1,False
e5dc5899-4064-5cd3-ad31-effa599c97b3,5,1.0,1,False
697474f1-a839-5f5d-8c8e-155883692769,6,0.875,1,False
f91f427e-ab31-5276-b151-c17e9a157a61,4,0.875,1,False
0fc3f3b3-9601-5e57-a3fb-0cd08aa1c534,7,0.875,1,False
67e634d5-8ca7-5de5-9771-e04321e3e196,5,0.75,1,False
c5bc524b-aee5-5668-ae43-bdb060e3fc2c,6,0.75,1,False
66a13e7c-f282-51ff-8a38-5a15f3bd5471,4,0.75,1,False
f5da4ef3-56aa-5559-9bd5-36afb09a292f,6,0.75,1,False
6d505fdb-ab40-527b-a45f-3be399b2d823,5,0.75,1,False
06552cba-f488-5404-9c0d-279dce694b7e,6,0.75,1,False
81e76cc7-e8f4-5475-9d66-a56279c8945c,4,0.75,1,False
71ede65e-9b32-58a1-83b1-e1879eac5c52,5,0.75,1,False
151c2022-0613-5947-a8cf-3008204f21f9,3,0.625,1,False
5ab0882e-a71c-52e5-87e8-9b89eee78eff,2,0.625,1,False
6f10819e-f6d9-59fc-bb4a-672dbaea1a2f,5,0.625,1,False
7dab9325-f712-5fa5-9a7c-c1d985d25e4a,4,0.625,1,False
9e448153-caec-51f6-a818-7045c7d37e3c,5,0.625,1,False
335ed08a-2dd1-5b39-945a-82688fc4a03e,5,0.625,1,False
c0f242ec-bfc3-57f7-80a0-f92264fa53ac,5,0.625,1,False
6eee382b-9c78-51cb-bcd3-1511b15de228,4,0.625,1,False
90dcc096-5e3c-5226-9394-126a0212649e,5,0.625,1,False
4084813b-fbed-5a35-8b38-648f7b351314,5,0.625,1,False
0d2d046c-0dc1-52ef-8db6-0cef1ea78c9d,2,0.625,1,False
88b77b5c-3223-547a-95fc-3a6db201da33,3,0.5,1,False
b035ad0f-a9b0-5fa9-be44-ba005654aeb5,1,0.5,1,False
0ee185ce-4e10-5099-b9d4-1fa22bb39f7f,3,0.5,1,False
c5740171-3d79-57e6-a3cb-0d7c93535d39,3,0.5,1,False
115d8d45-56fa-5423-97c5-0c6dc5dbbee4,4,0.5,1,False
b25f2b9a-9b16-5a40-85f0-afb15892ae47,4,0.5,1,False
9dcaf398-0cc6-5714-a5e9-e71946f2a69d,4,0.5,1,False
1251170d-2e00-55e3-b6ee-e9af65fd3d23,4,0.5,1,False
8f23e999-06ae-579a-966e-0640ae280ff4,3,0.5,1,False
0f72467b-3af0-5428-a1c5-694c23ac90cc,4,0.5,1,False
640f8132-bfc8-5f50-a3e2-36189d18d684,3,0.5,1,False
999b6dbc-76ef-5e0f-8e42-41b3a9eae5f6,4,0.5,1,False
e49dde09-bb29-5903-8545-d5688cea85ff,3,0.5,1,False
c2eadfb3-05a3-55e3-9d40-4ca45b904fb5,3,0.5,1,False
432b4c1f-d9ff-5ae9-a7ec-7180d37e42ff,4,0.5,1,False
26378a32-0841-54df-80ab-8f9c9d8d2f6e,4,0.5,1,False
2d924023-0883-57fd-9676-1120a40293aa,4,0.5,1,False
cf1b8d7a-6e3e-5fc7-b21e-89e9b711f9b5,3,0.375,1,False
1bf462a8-b47b-5aa8-bfdd-83839c88dc26,3,0.375,1,False
33064024-7fd1-556a-bee5-37d750d47df0,2,0.375,1,False
2f678b81-c615-5c5f-aa59-59485b8a8d4c,3,0.375,1,False
7c0230c2-15e6-5bb0-b90d-248364f1912b,3,0.375,1,False
4f0b7310-2ca4-5e44-8149-54ef2cf3d1ff,2,0.375,1,False
5321c879-8b3f-5a10-a772-d1cb43d33fa7,2,0.375,1,False
ab7a9ef1-63d6-5828-a1d0-418a65a0fa03,3,0.375,1,False
5b7fd031-ff79-556b-9a15-cc2c5c27eb5c,3,0.375,1,False
86ac4ebc-1e04-5cf9-a1c3-6d490779932d,2,0.375,1,False
179f0ddf-299e-5879-82ab-1b4b7c1deed6,3,0.375,1,False
cab379b3-edcf-5a4d-884b-4eae0af2b284,3,0.375,1,False
65be622e-517a-5b3a-b586-05f9dbe57494,3,0.375,1,False
5aa079d9-bf82-529f-942f-0c7006649a35,2,0.375,1,False
b307167d-58b0-56fa-9c4c-b586f1d8e2d6,2,0.375,1,False
6b21dc32-18dc-5445-bdf6-0ff6df253023,3,0.375,1,False
